Item_Name,Hero_Name,Item_Type
Pauldrons of the Stalwart Soul,Omniknight,Equipment
Winged Paladin's Armor,Omniknight,Equipment
Armguards of the Stalwart,Omniknight,Equipment
Armlet of Renewed Faith,Omniknight,Equipment
Armor of the Undying Light,Omniknight,Equipment
Bracer of the Purist Champion,Omniknight,Equipment
Bracers of the Grey Gallant,Omniknight,Equipment
Bracers of the Hierophant,Omniknight,Equipment
Bracers of the Radiant Crusader,Omniknight,Equipment
Gauntlets of Sacred Light,Omniknight,Equipment
Guards of Heavenly Light,Omniknight,Equipment
Winged Paladin's Gauntlet,Omniknight,Equipment
Armor of Sacred Light,Omniknight,Equipment
Cape of Heavenly Light,Omniknight,Equipment
Cape of the Grey Gallant,Omniknight,Equipment
Cape of Thunderwrath's Calling,Omniknight,Equipment
Chestplate of the Hierophant,Omniknight,Equipment
Flight of the Undying Light,Omniknight,Equipment
Plate of the Stalwart Soul,Omniknight,Equipment
Sigil of the Radiant Crusader,Omniknight,Equipment
Winged Paladin's Glorious Cape,Omniknight,Equipment
Circlet of the Purist Champion,Omniknight,Equipment
Holy Words of the Hierophant,Omniknight,Equipment
Taunt: Bathed in the Glow,Omniknight,Equipment
Heavenly Light Loading Screen,Omniknight,Gear
Loading Screen of Sacred Light,Omniknight,Gear
Mini Heroes Loading Screen,Omniknight,Gear
Stalwart Soul Loading Screen,Omniknight,Gear
The Undying Light Loading Screen,Omniknight,Gear
Ashtongue,Dragon_Knight,Equipment
Blade of Blazing Oblivion,Dragon_Knight,Equipment
Blade of the Bitterwing Legacy,Dragon_Knight,Equipment
Blade of the Burning Scale,Dragon_Knight,Equipment
Blade of the Fire Dragon,Dragon_Knight,Equipment
Crimson Wyvern Sword,Dragon_Knight,Equipment
Dragonblood Ravager,Dragon_Knight,Equipment
Dragonmaw,Dragon_Knight,Equipment
Edge of the Slain Dragon,Dragon_Knight,Equipment
Ember Edge,Dragon_Knight,Equipment
Fire Tribunal Sword,Dragon_Knight,Equipment
Heavy Wingblade,Dragon_Knight,Equipment
Lance of the Wurmblood,Dragon_Knight,Equipment
Salamander's Fang,Dragon_Knight,Equipment
Slayer-Sword of Sir Davion,Dragon_Knight,Equipment
Sword of Ascension,Dragon_Knight,Equipment
Sword of the Blazing Superiority,Dragon_Knight,Equipment
Sword of the Drake,Dragon_Knight,Equipment
Sword of the Eldwurm Crest,Dragon_Knight,Equipment
Sword of the Outland Ravager,Dragon_Knight,Equipment
Sword of the Third Awakening,Dragon_Knight,Equipment
The Dragon's Soul,Dragon_Knight,Equipment
Burning Shield of the Outland Ravager,Dragon_Knight,Equipment
Crest of the Wyrm Lords,Dragon_Knight,Equipment
Crimson Wyvern Shield,Dragon_Knight,Equipment
Elder Shield,Dragon_Knight,Equipment
Enameled Shield of Sir Davion,Dragon_Knight,Equipment
Fire Tribunal Shield,Dragon_Knight,Equipment
Shield of Ascension,Dragon_Knight,Equipment
Shield of Blazing Oblivion,Dragon_Knight,Equipment
Shield of the Bitterwing Legacy,Dragon_Knight,Equipment
Shield of the Blazing Superiority,Dragon_Knight,Equipment
Shield of the Burning Scale,Dragon_Knight,Equipment
Shield of the Drake,Dragon_Knight,Equipment
Shield of the Eldwurm Crest,Dragon_Knight,Equipment
Shield of the Fire Dragon,Dragon_Knight,Equipment
Shield of the Third Awakening,Dragon_Knight,Equipment
Shield of the Wurmblood,Dragon_Knight,Equipment
Wyrm Shield of Uldorak,Dragon_Knight,Equipment
Crimson Wyvern Helm,Dragon_Knight,Equipment
Dragonbone Helm of Sir Davion,Dragon_Knight,Equipment
Fire Tribunal Helm,Dragon_Knight,Equipment
Helm of Ascension,Dragon_Knight,Equipment
Helm of Blazing Oblivion,Dragon_Knight,Equipment
Helm of the Bitterwing Legacy,Dragon_Knight,Equipment
Helm of the Burning Scale,Dragon_Knight,Equipment
Helm of the Eldwurm Crest,Dragon_Knight,Equipment
Helm of the Fire Dragon,Dragon_Knight,Equipment
Helm of the Outland Ravager,Dragon_Knight,Equipment
Helm of the Slain Dragon,Dragon_Knight,Equipment
Helm of the Third Awakening,Dragon_Knight,Equipment
Helm of the Wurmblood,Dragon_Knight,Equipment
Helmet of the Blazing Superiority,Dragon_Knight,Equipment
Helmet of the Drake,Dragon_Knight,Equipment
Wyrm Helm of Uldorak,Dragon_Knight,Equipment
Armor of the Drake,Dragon_Knight,Equipment
Armor of the Outland Ravager,Dragon_Knight,Equipment
Crimson Wyvern Shoulders,Dragon_Knight,Equipment
Cuirass of Blazing Oblivion,Dragon_Knight,Equipment
Cuirass of the Burning Scale,Dragon_Knight,Equipment
Cuirass of the Eldwurm Crest,Dragon_Knight,Equipment
Cuirass of the Third Awakening,Dragon_Knight,Equipment
Cuirass of the Wurmblood,Dragon_Knight,Equipment
Fire Tribunal Shoulders,Dragon_Knight,Equipment
Pauldrons of Ascension,Dragon_Knight,Equipment
Pauldrons of Sir Davion,Dragon_Knight,Equipment
Pauldrons of the Blazing Superiority,Dragon_Knight,Equipment
Pauldrons of the Fire Dragon,Dragon_Knight,Equipment
Shoulder of the Bitterwing Legacy,Dragon_Knight,Equipment
Shoulders of the Slain Dragon,Dragon_Knight,Equipment
Wyrm Pauldrons of Uldorak,Dragon_Knight,Equipment
Barding of the Bitterwing Legacy,Dragon_Knight,Equipment
Belt of the Third Awakening,Dragon_Knight,Equipment
Cape of the Burning Scale,Dragon_Knight,Equipment
Cape of the Drake,Dragon_Knight,Equipment
Crimson Wyvern Skirt,Dragon_Knight,Equipment
Drapes of Ascension,Dragon_Knight,Equipment
Fire Tribunal Tabard,Dragon_Knight,Equipment
Light Cape of Sir Davion,Dragon_Knight,Equipment
Mantle of the Outland Ravager,Dragon_Knight,Equipment
Skirt of Blazing Oblivion,Dragon_Knight,Equipment
Skirt of the Blazing Superiority,Dragon_Knight,Equipment
Skirt of the Fire Dragon,Dragon_Knight,Equipment
Tassets of the Eldwurm Crest,Dragon_Knight,Equipment
Tassets of the Wurmblood,Dragon_Knight,Equipment
Wyrm Skirt of Uldorak,Dragon_Knight,Equipment
Armlets of the Eldwurm Crest,Dragon_Knight,Equipment
Arms of the Bitterwing Legacy,Dragon_Knight,Equipment
Bracers of Blazing Oblivion,Dragon_Knight,Equipment
Bracers of Sir Davion,Dragon_Knight,Equipment
Bracers of the Burning Scale,Dragon_Knight,Equipment
Bracers of the Drake,Dragon_Knight,Equipment
Bracers of the Outland Ravager,Dragon_Knight,Equipment
Bracers of the Third Awakening,Dragon_Knight,Equipment
Crimson Wyvern Bracers,Dragon_Knight,Equipment
Fire Tribunal Arms,Dragon_Knight,Equipment
Gauntlets of Ascension,Dragon_Knight,Equipment
Gauntlets of the Fire Dragon,Dragon_Knight,Equipment
Gauntlets of the Wurmblood,Dragon_Knight,Equipment
Vambrace of the Blazing Superiority,Dragon_Knight,Equipment
Vambraces of the Slain Dragon,Dragon_Knight,Equipment
Wyrm Bracers of Uldorak,Dragon_Knight,Equipment
Bitterwing,Dragon_Knight,Equipment
Dragon Form of the Third Awakening,Dragon_Knight,Equipment
Dragon of the Outland Ravager,Dragon_Knight,Equipment
Elder Drake of Blazing Oblivion,Dragon_Knight,Equipment
Kindred of the Iron Dragon,Dragon_Knight,Equipment
Shadow of the Burning Scale,Dragon_Knight,Equipment
Kinetic: The Knight's Repose,Dragon_Knight,Equipment
HUD of the Burning Scale,Dragon_Knight,Gear
Blazing Oblivion Loading Screen,Dragon_Knight,Gear
Dragon's Ascension Loading Screen,Dragon_Knight,Gear
Fire Dragon of Doom Loading Screen,Dragon_Knight,Gear
Knight of the Burning Scale Loading Screen,Dragon_Knight,Gear
Legacy of the Eldwurm Crest Loading Screen,Dragon_Knight,Gear
Loading Screen of the Bitterwing Legacy,Dragon_Knight,Gear
Mini Heroes Loading Screen,Dragon_Knight,Gear
Outland Ravager Loading Screen,Dragon_Knight,Gear
Pact of the Wurmblood Loading Screen,Dragon_Knight,Gear
The Blazing Superiority Loading Screen,Dragon_Knight,Gear
Top Lane (Loading Screen),Dragon_Knight,Gear
Breath of Death,Warlock,Equipment
Ceaseless Sorcery,Warlock,Equipment
Hellborn Grasp,Warlock,Equipment
Hellish Gemstaff,Warlock,Equipment
Staff of Infernal Chaos,Warlock,Equipment
Staff of the Archivist,Warlock,Equipment
Staff of the Dark Curator,Warlock,Equipment
Staff of the Dread Compact,Warlock,Equipment
Staff of the Gatekeeper,Warlock,Equipment
Staff of the Infernal Maw,Warlock,Equipment
Staff of the Malevolent,Warlock,Equipment
Staff of the Wailing Inferno,Warlock,Equipment
Twisted Firekeeper,Warlock,Equipment
Abyssal Watcher,Warlock,Equipment
Key of the Gatekeeper,Warlock,Equipment
Lantern of Auspicious Days,Warlock,Equipment
Lantern of Death's Last Light,Warlock,Equipment
Lantern of the Archivist,Warlock,Equipment
Lantern of the Conjuring Sigil,Warlock,Equipment
Lantern of the Dark Curator,Warlock,Equipment
Lantern of the Infernal Maw,Warlock,Equipment
Lantern of the Wailing Inferno,Warlock,Equipment
Tome of the Dread Compact,Warlock,Equipment
Twisted Lightbringer,Warlock,Equipment
Warlock's Summoning Scroll,Warlock,Equipment
Cowl of the Dread Compact,Warlock,Equipment
Hood of the Conjurer,Warlock,Equipment
Hood of the Dark Curator,Warlock,Equipment
Hood of the Gatekeeper,Warlock,Equipment
Hood of the Infernal Maw,Warlock,Equipment
Hood of the Wailing Inferno,Warlock,Equipment
Shroud of the Archivist,Warlock,Equipment
Dark Pauldrons of the Conjurer,Warlock,Equipment
Grand Mantle of the Archivist,Warlock,Equipment
Mantle of the Dread Compact,Warlock,Equipment
Pauldron of the Hellsworn,Warlock,Equipment
Pauldrons of the Dark Curator,Warlock,Equipment
Pauldrons of the Gatekeeper,Warlock,Equipment
Pauldrons of the Infernal Maw,Warlock,Equipment
Shoulder of the Wailing Inferno,Warlock,Equipment
Belt of the Gatekeeper,Warlock,Equipment
Garb of the Wailing Inferno,Warlock,Equipment
Garment of Control,Warlock,Equipment
Garment of the Infernal Maw,Warlock,Equipment
Robe of the Archivist,Warlock,Equipment
Robe of the Dark Curator,Warlock,Equipment
Robes of the Dread Compact,Warlock,Equipment
Bag of the Dark Curator,Warlock,Equipment
Bag of the Wailing Inferno,Warlock,Equipment
Belt of the Dread Compact,Warlock,Equipment
Book of the Infernal Maw,Warlock,Equipment
Cloak of the Gatekeeper,Warlock,Equipment
Demonbag of the Archivist,Warlock,Equipment
Demonomicon,Warlock,Equipment
Arms of the Dread Compact,Warlock,Equipment
Bracers of the Archivist,Warlock,Equipment
Bracers of the Conjurer,Warlock,Equipment
Bracers of the Dark Curator,Warlock,Equipment
Bracers of the Gatekeeper,Warlock,Equipment
Bracers of the Infernal Maw,Warlock,Equipment
Bracers of the Wailing Inferno,Warlock,Equipment
Gauntlets of the Hellsworn,Warlock,Equipment
Ahm'Hedoq the Maw,Warlock,Equipment
Bronzemonster of the Wailing Inferno,Warlock,Equipment
Demon of the Dark Curator,Warlock,Equipment
Doom of Ithogoaki,Warlock,Equipment
Golem of the Dread Compact,Warlock,Equipment
Hellsworn Construct,Warlock,Equipment
Ishul-Shog the Watcher,Warlock,Equipment
Obsidian Golem,Warlock,Equipment
Servant of the Infernal Maw,Warlock,Equipment
Torchbearer,Warlock,Equipment
Wretched Guardian,Warlock,Equipment
Grimoire The Book Wyrm,Warlock,Gear
Hellgazer,Warlock,Gear
Hellfire,Warlock,Gear
Dark Curator Loading Screen,Warlock,Gear
Fiend Summoner Loading Screen,Warlock,Gear
Loading Screen of the Infernal Maw,Warlock,Gear
Mini Heroes Loading Screen,Warlock,Gear
The Gatekeeper Loading Screen,Warlock,Gear
The Wailing Inferno Loading Screen,Warlock,Gear
Alchemists Infuser,Alchemist,Equipment
Assistant's Blades of Scientific Inquiry,Alchemist,Equipment
Eternal Radiance Blades,Alchemist,Equipment
Formed Alloy Blades,Alchemist,Equipment
Hatchets of Big 'Un,Alchemist,Equipment
Heavy Butterfly Blades,Alchemist,Equipment
Kopesh of the Convicts,Alchemist,Equipment
Ogre's Caustic Steel Choppers,Alchemist,Equipment
Shotgun Blade of the Darkbrew Enforcer,Alchemist,Equipment
Toxic Siege Blades,Alchemist,Equipment
Waaagh Hatchets of Big 'Un,Alchemist,Equipment
Weapons of the Boilerplate Bruiser,Alchemist,Equipment
Assistant's Muscle Pump,Alchemist,Equipment
Lovebear,Alchemist,Equipment
Shotgun Sling of the Darkbrew Enforcer,Alchemist,Equipment
Smokestacks of the Boilerplate Bruiser,Alchemist,Equipment
Spaulders of Big 'Un,Alchemist,Equipment
Spiked Shoulder of the Convicts,Alchemist,Equipment
Toxic Siege Pauldrons,Alchemist,Equipment
Waaagh Spaulders of Big 'Un,Alchemist,Equipment
Armor of the Boilerplate Bruiser,Alchemist,Equipment
Assistant's Respirator,Alchemist,Equipment
Cranial Clap Trap,Alchemist,Equipment
Formed Alloy Pauldrons,Alchemist,Equipment
Helm of Big 'Un,Alchemist,Equipment
Helmet of the Convicts,Alchemist,Equipment
Ogre's Caustic Steel Blinders,Alchemist,Equipment
Prisoner's Anchor,Alchemist,Equipment
Suit of the Darkbrew Enforcer,Alchemist,Equipment
Toxic Siege Armored Saddle,Alchemist,Equipment
Waaagh Helm of Big 'Un,Alchemist,Equipment
Armguards of Big 'Un,Alchemist,Equipment
Armguards of the Darkbrew Enforcer,Alchemist,Equipment
Arms of the Boilerplate Bruiser,Alchemist,Equipment
Assistant's Cutter,Alchemist,Equipment
Broken Shackles,Alchemist,Equipment
Formed Alloy Wristplates,Alchemist,Equipment
Gauntlets of the Convicts,Alchemist,Equipment
Midas Knuckles,Alchemist,Equipment
Ogre's Caustic Steel Bracers,Alchemist,Equipment
Razzil's Midas Knuckles,Alchemist,Equipment
Toxic Siege Bracers,Alchemist,Equipment
Waaagh Armguards of Big 'Un,Alchemist,Equipment
Cap of Little Big 'Un,Alchemist,Equipment
Experimentalist's Goggles,Alchemist,Equipment
Formed Alloy Goggles,Alchemist,Equipment
Mohawk of the Convicts,Alchemist,Equipment
Neck of the Boilerplate Bruiser,Alchemist,Equipment
Top Hat of the Darkbrew Enforcer,Alchemist,Equipment
Toxic Siege Safety Goggles,Alchemist,Equipment
Waaagh Cap of Little Big 'Un,Alchemist,Equipment
Young Alchemist's Knot,Alchemist,Equipment
Coat of the Boilerplate Bruiser,Alchemist,Equipment
Experimentalist's Laboratory Essentials,Alchemist,Equipment
Formed Alloy Apron,Alchemist,Equipment
Garb of Little Big 'Un,Alchemist,Equipment
Garb of the Darkbrew Enforcer,Alchemist,Equipment
Suit of the Convicts,Alchemist,Equipment
Toxic Siege Garb,Alchemist,Equipment
Waaagh Garb of Little Big 'Un,Alchemist,Equipment
Young Alchemist's Protection,Alchemist,Equipment
Experimentalist's Unstable Flask,Alchemist,Equipment
Flask of Little Big 'Un,Alchemist,Equipment
Flask of the Convicts,Alchemist,Equipment
Formed Alloy Flask,Alchemist,Equipment
Molotov Cocktail of the Darkbrew Enforcer,Alchemist,Equipment
Off-Hand of the Boilerplate Bruiser,Alchemist,Equipment
Toxic Siege Corrosive Flasks,Alchemist,Equipment
Waaagh Flask of Little Big 'Un,Alchemist,Equipment
Taunt: Ogre Hop,Alchemist,Equipment
Butter Blunder,Alchemist,Gear
Beneath the War Moon,Alchemist,Gear
Chemical Rage (Loading Screen),Alchemist,Gear
Convicts' Trophies Loading Screen,Alchemist,Gear
Loading Screen of Big 'Un,Alchemist,Gear
Loading Screen of the Boilerplate Bruiser,Alchemist,Gear
Loading Screen of the Darkbrew Enforcer,Alchemist,Gear
Mini Heroes Loading Screen,Alchemist,Gear
Compendium Mask of the Bloody Ripper,Lifestealer,Equipment
Helm of Madness,Lifestealer,Equipment
Helmet of the Transmuted Armaments,Lifestealer,Equipment
Horned Visage of the Ravenous Fiend,Lifestealer,Equipment
Mask of the Bloody Ripper,Lifestealer,Equipment
Mask of the Chainbreaker,Lifestealer,Equipment
Redrage Crawler Helm,Lifestealer,Equipment
Armor of the Chainbreaker,Lifestealer,Equipment
Blades of the Bloody Ripper,Lifestealer,Equipment
Bonds of Madness,Lifestealer,Equipment
Compendium Blades of the Bloody Ripper,Lifestealer,Equipment
Golden Profane Union,Lifestealer,Equipment
Profane Union,Lifestealer,Equipment
Ragged Shoulders of the Ravenous Fiend,Lifestealer,Equipment
Redrage Crawler Battlewings,Lifestealer,Equipment
Spikes of the Transmuted Armaments,Lifestealer,Equipment
Belt of the Bloody Ripper,Lifestealer,Equipment
Belt of the Chainbreaker,Lifestealer,Equipment
Belt of the Ravenous Fiend,Lifestealer,Equipment
Belt of the Transmuted Armaments,Lifestealer,Equipment
Compendium Belt of the Bloody Ripper,Lifestealer,Equipment
Leg Talons of Madness,Lifestealer,Equipment
Redrage Crawler Belt,Lifestealer,Equipment
Claws of the Chainbreaker,Lifestealer,Equipment
Claws of the Ravenous Fiend,Lifestealer,Equipment
Claws of the Transmuted Armaments,Lifestealer,Equipment
Compendium Wraps of the Bloody Ripper,Lifestealer,Equipment
Gauntlets of Madness,Lifestealer,Equipment
Redrage Crawler Bracers,Lifestealer,Equipment
Wraps of the Bloody Ripper,Lifestealer,Equipment
Taunt: Chain Break Dance,Lifestealer,Equipment
Bloody Ripper Loading Screen,Lifestealer,Gear
Bonds of Madness Loading Screen,Lifestealer,Gear
Compendium Bloody Ripper Loading Screen,Lifestealer,Gear
Loading Screen of the Chainbreaker,Lifestealer,Gear
Mini Heroes Loading Screen,Lifestealer,Gear
Ravenous Fiend Loading Screen,Lifestealer,Gear
Redrage Crawler Loading Screen,Lifestealer,Gear
Top Lane (Loading Screen),Lifestealer,Gear
Transmuted Armaments Loading Screen,Lifestealer,Gear
Augur's Hair,Death_Prophet,Equipment
Besieging Bow,Death_Prophet,Equipment
Blindfold from the Gloom,Death_Prophet,Equipment
Brooch of Death's Bride,Death_Prophet,Equipment
Coronet of the Mortal Coil,Death_Prophet,Equipment
Crest of the Shaded Eulogy,Death_Prophet,Equipment
Crown of the Death Priestess,Death_Prophet,Equipment
Crown of the Merqueen,Death_Prophet,Equipment
Fatal Blossom Hairdress,Death_Prophet,Equipment
Foreteller's Haircomb,Death_Prophet,Equipment
Hood of the Mothbinder,Death_Prophet,Equipment
Horns of the Bone Scryer,Death_Prophet,Equipment
Mourning Mother's Veil,Death_Prophet,Equipment
Outland Witch's Horns,Death_Prophet,Equipment
Soothsayer's Spectral Strands,Death_Prophet,Equipment
Style of Prophecy,Death_Prophet,Equipment
Style of the Unkind Countess,Death_Prophet,Equipment
Tresses of the Ghastly Matriarch,Death_Prophet,Equipment
Veil of Eternal Testament,Death_Prophet,Equipment
Armor from the Gloom,Death_Prophet,Equipment
Armor of the Mothbinder,Death_Prophet,Equipment
Augur's Armor,Death_Prophet,Equipment
Blouse of Eternal Testament,Death_Prophet,Equipment
Blouse of the Unkind Countess,Death_Prophet,Equipment
Collar of the Ghastly Matriarch,Death_Prophet,Equipment
Corset of the Mortal Coil,Death_Prophet,Equipment
Covers of the Merqueen,Death_Prophet,Equipment
Decorative Armor of the Bone Scryer,Death_Prophet,Equipment
Fatal Blossom Robe,Death_Prophet,Equipment
Foreteller's Drapes,Death_Prophet,Equipment
Mantle of the Shaded Eulogy,Death_Prophet,Equipment
Mourning Mother's Top,Death_Prophet,Equipment
Outland Witch's Necklace,Death_Prophet,Equipment
Wicked Collar of the Corpse Maiden,Death_Prophet,Equipment
Augur's Belt,Death_Prophet,Equipment
Belt of the Mothbinder,Death_Prophet,Equipment
Belts from the Gloom,Death_Prophet,Equipment
Cinch of the Mortal Coil,Death_Prophet,Equipment
Fatal Blossom Scarf,Death_Prophet,Equipment
Foreteller's Garment,Death_Prophet,Equipment
Ghastly Scarf of the Corpse Maiden,Death_Prophet,Equipment
Mourning Mother's Scarf,Death_Prophet,Equipment
Outland Witch's Sash,Death_Prophet,Equipment
Sash of the Unkind Countess,Death_Prophet,Equipment
Scarf of the Bone Scryer,Death_Prophet,Equipment
Scarf of the Ghastly Matriarch,Death_Prophet,Equipment
Sleeves of the Merqueen,Death_Prophet,Equipment
Tails of the Shaded Eulogy,Death_Prophet,Equipment
Weeds of Eternal Testament,Death_Prophet,Equipment
Augur's Skirt,Death_Prophet,Equipment
Dress from the Gloom,Death_Prophet,Equipment
Dress of Eternal Testament,Death_Prophet,Equipment
Dress of the Corpse Maiden,Death_Prophet,Equipment
Dress of the Merqueen,Death_Prophet,Equipment
Dress of the Shaded Eulogy,Death_Prophet,Equipment
Dress of the Unkind Countess,Death_Prophet,Equipment
Fatal Blossom Skirt,Death_Prophet,Equipment
Fluttering Mortis,Death_Prophet,Equipment
Foreteller's Adorn,Death_Prophet,Equipment
Funereal Dress of the Bone Scryer,Death_Prophet,Equipment
Gown of the Mortal Coil,Death_Prophet,Equipment
Mourning Mother's Dress,Death_Prophet,Equipment
Outland Witch's Hem,Death_Prophet,Equipment
Sash of Death's Bride,Death_Prophet,Equipment
